file,window_idx,true_label,pred_label,prob_seizure,peak_time_segment,peak_channel,peak_brain_region,correct
aaaaaaaq_s006_t000.pt,21,0,0,0.0514,Late 9-10s,t5,Temporal,1
aaaaaaaq_s006_t000.pt,22,0,0,0.1462,Late 9-10s,t5,Temporal,1
aaaaaaaq_s006_t000.pt,23,0,0,0.0495,Late 9-10s,c3,Central,1
aaaaaaaq_s006_t000.pt,24,0,0,0.0077,Late 9-10s,c3,Frontal,1
aaaaaaaq_s006_t000.pt,25,0,0,0.0466,Mid 3-6s,c4,Frontal,1
aaaaaaaq_s006_t000.pt,26,0,0,0.0476,Mid 3-6s,p4,Parietal,1
aaaaaaaq_s006_t000.pt,27,0,0,0.0448,Early 0-3s,t5,Parietal,1
aaaaaaaq_s006_t000.pt,28,0,0,0.0263,Late 9-10s,p4,Frontal,1
aaaaaaaq_s006_t000.pt,29,0,0,0.0861,Mid 3-6s,p4,Parietal,1
aaaaaaaq_s006_t000.pt,30,0,0,0.0642,Mid-Late 6-9s,c3,Central,1
aaaaaaaq_s006_t000.pt,31,0,0,0.0111,Early 0-3s,c3,Parietal,1
aaaaaaaq_s006_t000.pt,32,0,0,0.0829,Early 0-3s,p4,Parietal,1
aaaaaaaq_s006_t000.pt,33,0,0,0.1148,Mid 3-6s,c3,Parietal,1
aaaaaaaq_s006_t000.pt,34,0,0,0.0331,Late 9-10s,p4,Parietal,1
aaaaaaaq_s006_t000.pt,35,0,0,0.0971,Early 0-3s,p4,Parietal,1
aaaaaaaq_s006_t000.pt,36,0,0,0.0896,Mid-Late 6-9s,t5,Frontal,1
aaaaaaaq_s006_t000.pt,37,0,0,0.1412,Early 0-3s,t5,Parietal,1
aaaaaaaq_s006_t000.pt,38,0,0,0.0379,Early 0-3s,t5,Parietal,1
aaaaaaaq_s006_t000.pt,39,0,0,0.1488,Early 0-3s,t5,Parietal,1
aaaaaaaq_s006_t000.pt,40,0,0,0.2904,Mid-Late 6-9s,t5,Central,1
aaaaaaaq_s006_t000.pt,41,0,0,0.1417,Early 0-3s,c3,Central,1
aaaaaaaq_s006_t000.pt,42,0,0,0.0601,Mid-Late 6-9s,t5,Central,1
aaaaaaaq_s006_t000.pt,43,0,0,0.0187,Late 9-10s,t5,Parietal,1
aaaaaaaq_s006_t000.pt,44,0,0,0.1702,Late 9-10s,t5,Parietal,1
aaaaaaaq_s006_t000.pt,45,0,0,0.1064,Late 9-10s,c3,Central,1
aaaaaaaq_s006_t000.pt,46,0,0,0.049,Early 0-3s,c3,Central,1
aaaaaaaq_s006_t000.pt,47,0,0,0.0991,Early 0-3s,t5,Temporal,1
aaaaaaaq_s006_t000.pt,48,0,0,0.0462,Mid-Late 6-9s,c3,Parietal,1
aaaaaaaq_s006_t000.pt,49,0,0,0.0622,Mid 3-6s,c3,Parietal,1
aaaaaaaq_s006_t000.pt,50,0,0,0.0335,Late 9-10s,c3,Central,1
aaaaaaaq_s006_t000.pt,51,0,0,0.0621,Early 0-3s,t5,Parietal,1
aaaaaaaq_s006_t000.pt,52,0,0,0.0207,Mid 3-6s,f4,Frontal,1
aaaaaaaq_s006_t000.pt,53,0,0,0.022,Late 9-10s,t5,Central,1
aaaaaaaq_s006_t000.pt,54,0,0,0.1153,Early 0-3s,t5,Central,1
aaaaaaaq_s006_t000.pt,55,0,0,0.2182,Late 9-10s,t5,Parietal,1
aaaaaaaq_s006_t000.pt,56,0,0,0.1222,Early 0-3s,t5,Parietal,1
aaaaaaaq_s006_t000.pt,57,0,0,0.0826,Mid 3-6s,c3,Central,1
aaaaaaaq_s006_t000.pt,58,0,0,0.0296,Early 0-3s,c3,Parietal,1
aaaaaaaq_s006_t000.pt,59,0,0,0.0844,Late 9-10s,c3,Parietal,1
aaaaaaaq_s006_t000.pt,60,0,0,0.1072,Mid 3-6s,c3,Temporal,1
aaaaaaaq_s006_t000.pt,61,0,0,0.1172,Late 9-10s,t5,Parietal,1
aaaaaaaq_s006_t000.pt,62,0,0,0.0547,Early 0-3s,t5,Central,1
aaaaaaaq_s006_t000.pt,63,0,0,0.0034,Early 0-3s,c3,Central,1
aaaaaaaq_s006_t000.pt,64,0,0,0.0124,Mid 3-6s,c3,Central,1
aaaaaaaq_s006_t000.pt,65,0,0,0.0682,Early 0-3s,c3,Central,1
aaaaaaaq_s006_t000.pt,66,0,0,0.0658,Late 9-10s,t5,Central,1
aaaaaaaq_s006_t000.pt,67,0,0,0.0607,Mid 3-6s,t5,Frontal,1
aaaaaaaq_s006_t000.pt,68,0,0,0.0594,Early 0-3s,c4,Central,1
aaaaaaaq_s006_t000.pt,69,0,0,0.2886,Early 0-3s,t5,Central,1
aaaaaaaq_s006_t000.pt,70,0,0,0.1854,Mid-Late 6-9s,c3,Central,1
aaaaaaaq_s006_t000.pt,71,0,0,0.0668,Mid 3-6s,c3,Frontal,1
aaaaaaaq_s006_t000.pt,72,0,0,0.1301,Late 9-10s,c3,Central,1
aaaaaaaq_s006_t000.pt,73,0,0,0.0028,Late 9-10s,c3,Central,1
aaaaaaaq_s006_t000.pt,74,0,0,0.0167,Mid 3-6s,c3,Central,1
aaaaaaaq_s006_t000.pt,75,0,0,0.1874,Mid-Late 6-9s,c3,Central,1
aaaaaaaq_s006_t000.pt,76,0,0,0.0563,Early 0-3s,c3,Central,1
aaaaaaaq_s006_t000.pt,77,0,0,0.1444,Early 0-3s,c3,Central,1
aaaaaaaq_s006_t000.pt,78,0,0,0.1675,Late 9-10s,c3,Parietal,1
aaaaaaaq_s006_t000.pt,79,0,0,0.1752,Mid-Late 6-9s,c3,Temporal,1
aaaaaaaq_s006_t000.pt,80,0,0,0.0987,Early 0-3s,c3,Central,1
aaaaaaaq_s006_t000.pt,81,0,0,0.1451,Late 9-10s,c3,Central,1
aaaaaaaq_s006_t000.pt,82,0,0,0.1969,Mid 3-6s,c3,Central,1
aaaaaaaq_s006_t000.pt,83,0,0,0.0185,Mid-Late 6-9s,c3,Central,1
aaaaaaaq_s006_t000.pt,84,0,0,0.0216,Early 0-3s,c3,Central,1
aaaaaaaq_s006_t000.pt,85,0,0,0.0759,Early 0-3s,c3,Central,1
aaaaaaaq_s006_t000.pt,86,0,0,0.0656,Late 9-10s,c3,Parietal,1
aaaaaaaq_s006_t000.pt,87,0,0,0.0144,Late 9-10s,p4,Frontal,1
aaaaaaaq_s006_t000.pt,88,0,0,0.0182,Mid 3-6s,c3,Central,1
aaaaaaaq_s006_t000.pt,89,0,0,0.0481,Early 0-3s,c3,Central,1
aaaaaaaq_s006_t000.pt,90,0,0,0.0529,Mid 3-6s,c3,Central,1
aaaaaaaq_s006_t000.pt,91,0,0,0.0377,Early 0-3s,c4,Central,1
aaaaaaaq_s006_t000.pt,92,0,0,0.079,Mid 3-6s,c4,Central,1
aaaaaaaq_s006_t000.pt,93,0,0,0.0342,Early 0-3s,c4,Central,1
aaaaaaaq_s006_t000.pt,94,0,0,0.0183,Mid-Late 6-9s,t5,Temporal,1
aaaaaaaq_s006_t000.pt,95,0,0,0.0169,Early 0-3s,t5,Parietal,1
aaaaaaaq_s006_t000.pt,96,0,0,0.0205,Late 9-10s,t5,Temporal,1
aaaaaaaq_s006_t000.pt,97,0,0,0.0472,Mid 3-6s,c3,Central,1
aaaaaaaq_s006_t000.pt,98,0,0,0.0233,Early 0-3s,c4,Central,1
aaaaaaaq_s006_t000.pt,99,0,0,0.0413,Late 9-10s,p4,Parietal,1
aaaaaaaq_s006_t000.pt,100,0,0,0.024,Mid 3-6s,c4,Temporal,1
aaaaaaaq_s006_t000.pt,101,0,0,0.0554,Early 0-3s,c4,Temporal,1
aaaaaaaq_s006_t000.pt,102,0,0,0.2662,Late 9-10s,t5,Temporal,1
aaaaaaaq_s006_t000.pt,103,0,0,0.016,Early 0-3s,c4,Central,1
aaaaaaaq_s006_t000.pt,104,0,0,0.0501,Early 0-3s,t5,Parietal,1
aaaaaaaq_s006_t000.pt,105,0,0,0.156,Early 0-3s,t5,Frontal,1
aaaaaaaq_s006_t000.pt,106,0,0,0.1223,Late 9-10s,p4,Parietal,1
aaaaaaaq_s006_t000.pt,107,0,0,0.1385,Mid 3-6s,t5,Central,1
aaaaaaaq_s006_t000.pt,108,0,0,0.3132,Mid 3-6s,c3,Central,1
aaaaaaaq_s006_t000.pt,109,0,0,0.1568,Early 0-3s,t5,Central,1
aaaaaaaq_s006_t000.pt,110,0,0,0.1399,Early 0-3s,t5,Temporal,1
aaaaaaaq_s006_t000.pt,111,0,0,0.3128,Early 0-3s,t5,Temporal,1
aaaaaaaq_s006_t000.pt,112,0,0,0.3731,Early 0-3s,c4,Central,1
aaaaaaaq_s006_t000.pt,113,0,0,0.315,Early 0-3s,c4,Central,1
aaaaaaaq_s006_t000.pt,114,0,0,0.0733,Mid 3-6s,c3,Central,1
aaaaaaaq_s006_t000.pt,115,0,0,0.1339,Early 0-3s,t5,Parietal,1
aaaaaaaq_s006_t000.pt,116,0,1,0.5455,Early 0-3s,t5,Temporal,0
aaaaaaaq_s006_t000.pt,117,0,1,0.7697,Mid-Late 6-9s,t5,Temporal,0
aaaaaaaq_s006_t000.pt,118,0,0,0.4177,Early 0-3s,c3,Parietal,1
aaaaaaaq_s006_t000.pt,119,0,0,0.1975,Mid 3-6s,c3,Frontal,1
aaaaaaaq_s006_t000.pt,120,0,0,0.0386,Early 0-3s,f8,Frontal,1
aaaaaaaq_s006_t000.pt,121,0,0,0.0198,Late 9-10s,c3,Frontal,1
aaaaaaaq_s006_t000.pt,122,0,0,0.2259,Mid 3-6s,c3,Parietal,1
aaaaaaaq_s006_t000.pt,123,0,0,0.1445,Early 0-3s,c3,Central,1
aaaaaaaq_s006_t000.pt,124,0,1,0.5041,Early 0-3s,t5,Central,0
aaaaaaaq_s006_t000.pt,125,0,1,0.6013,Mid 3-6s,t5,Parietal,0
aaaaaaaq_s006_t000.pt,126,0,0,0.3898,Mid-Late 6-9s,t5,Central,1
aaaaaaaq_s006_t000.pt,127,0,0,0.399,Early 0-3s,c3,Central,1
aaaaaaaq_s006_t000.pt,128,0,0,0.4211,Early 0-3s,c4,Central,1
aaaaaaaq_s006_t000.pt,129,0,0,0.2978,Late 9-10s,c4,Central,1
aaaaaaaq_s006_t000.pt,130,0,0,0.2927,Early 0-3s,c3,Central,1
aaaaaaaq_s006_t000.pt,131,0,0,0.4204,Late 9-10s,c3,Central,1
aaaaaaaq_s006_t000.pt,132,0,1,0.5941,Late 9-10s,c3,Central,0
aaaaaaaq_s006_t000.pt,133,0,0,0.0897,Mid-Late 6-9s,c3,Central,1
aaaaaaaq_s006_t000.pt,134,0,0,0.0101,Early 0-3s,f8,Frontal,1
aaaaaaaq_s006_t000.pt,135,0,0,0.0951,Early 0-3s,f8,Frontal,1
aaaaaaaq_s006_t000.pt,136,0,0,0.0881,Early 0-3s,f8,Frontal,1
aaaaaaaq_s006_t000.pt,137,0,0,0.2345,Early 0-3s,f4,Frontal,1
aaaaaaaq_s006_t000.pt,138,0,0,0.0745,Mid-Late 6-9s,f8,Frontal,1
aaaaaaaq_s006_t000.pt,139,0,0,0.0178,Early 0-3s,f8,Frontal,1
aaaaaaaq_s006_t000.pt,140,0,0,0.2217,Early 0-3s,f8,Central,1
aaaaaaaq_s006_t000.pt,141,0,0,0.2979,Early 0-3s,c4,Central,1
aaaaaaaq_s006_t000.pt,142,0,0,0.047,Early 0-3s,f8,Central,1
aaaaaaaq_s006_t000.pt,143,0,0,0.0059,Late 9-10s,f8,Central,1
aaaaaaaq_s006_t000.pt,144,0,0,0.0124,Mid 3-6s,c3,Central,1
aaaaaaaq_s006_t000.pt,145,0,0,0.0129,Mid 3-6s,c3,Central,1
aaaaaaaq_s006_t000.pt,146,0,0,0.0141,Late 9-10s,c3,Central,1
aaaaaaaq_s006_t000.pt,147,0,0,0.1434,Late 9-10s,c3,Parietal,1
aaaaaaaq_s006_t000.pt,148,0,0,0.0454,Mid-Late 6-9s,p4,Parietal,1
aaaaaaaq_s006_t000.pt,149,0,0,0.0284,Late 9-10s,c3,Frontal,1
aaaaaaaq_s006_t000.pt,150,0,0,0.0825,Mid-Late 6-9s,p4,Parietal,1
aaaaaaaq_s006_t000.pt,151,0,0,0.036,Late 9-10s,p4,Parietal,1
aaaaaaaq_s006_t000.pt,152,0,0,0.0067,Mid-Late 6-9s,c3,Central,1
aaaaaaaq_s006_t000.pt,153,0,0,0.0007,Mid 3-6s,c3,Central,1
aaaaaaaq_s006_t000.pt,154,0,0,0.0033,Early 0-3s,c3,Central,1
aaaaaaaq_s006_t000.pt,155,0,0,0.0758,Early 0-3s,c3,Frontal,1
aaaaaaaq_s006_t000.pt,156,0,0,0.0474,Late 9-10s,c3,Central,1
aaaaaaaq_s006_t000.pt,157,0,0,0.0267,Mid-Late 6-9s,c4,Central,1
aaaaaaaq_s006_t000.pt,158,0,0,0.1463,Early 0-3s,c4,Central,1
aaaaaaaq_s006_t000.pt,159,0,0,0.1854,Late 9-10s,c3,Central,1
aaaaaaaq_s006_t000.pt,160,0,0,0.216,Early 0-3s,c3,Central,1
aaaaaaaq_s006_t000.pt,161,0,0,0.1122,Mid 3-6s,c3,Central,1
aaaaaaaq_s006_t000.pt,162,0,0,0.1813,Early 0-3s,t5,Frontal,1
aaaaaaaq_s006_t000.pt,163,0,0,0.1109,Early 0-3s,c3,Central,1
aaaaaaaq_s006_t000.pt,164,0,0,0.0616,Early 0-3s,c3,Central,1
aaaaaaaq_s006_t000.pt,165,0,0,0.0853,Mid 3-6s,c3,Central,1
aaaaaaaq_s006_t000.pt,166,0,0,0.0946,Early 0-3s,c3,Central,1
aaaaaaaq_s006_t000.pt,167,0,0,0.0628,Mid-Late 6-9s,f8,Frontal,1
aaaaaaaq_s006_t000.pt,168,0,0,0.012,Mid 3-6s,f8,Frontal,1
aaaaaaaq_s006_t000.pt,169,0,0,0.0025,Early 0-3s,f8,Parietal,1
aaaaaaaq_s006_t000.pt,170,0,0,0.0052,Early 0-3s,f8,Central,1
aaaaaaaq_s006_t000.pt,171,0,0,0.0677,Early 0-3s,c3,Central,1
aaaaaaaq_s006_t000.pt,172,0,0,0.2063,Early 0-3s,t5,Central,1
aaaaaaaq_s006_t000.pt,173,0,0,0.1613,Mid-Late 6-9s,t5,Central,1
aaaaaaaq_s006_t000.pt,174,0,0,0.1547,Late 9-10s,t5,Central,1
aaaaaaaq_s006_t000.pt,175,0,0,0.3744,Early 0-3s,t5,Temporal,1
aaaaaaaq_s006_t000.pt,176,0,0,0.421,Early 0-3s,t5,Temporal,1
aaaaaaaq_s006_t000.pt,177,0,0,0.3396,Early 0-3s,c4,Central,1
aaaaaaaq_s006_t000.pt,178,0,0,0.321,Mid-Late 6-9s,t5,Temporal,1
aaaaaaaq_s006_t000.pt,179,0,0,0.4439,Early 0-3s,t5,Temporal,1
aaaaaaaq_s006_t000.pt,180,0,0,0.2334,Mid-Late 6-9s,c4,Central,1
aaaaaaaq_s006_t000.pt,181,0,0,0.0656,Early 0-3s,t5,Parietal,1
aaaaaaaq_s006_t000.pt,182,0,0,0.2119,Late 9-10s,t5,Temporal,1
aaaaaaaq_s006_t000.pt,183,0,0,0.1939,Mid-Late 6-9s,c4,Central,1
aaaaaaaq_s006_t000.pt,184,0,0,0.353,Late 9-10s,c4,Parietal,1
aaaaaaaq_s006_t000.pt,185,0,1,0.5803,Late 9-10s,c3,Central,0
aaaaaaaq_s006_t000.pt,186,0,0,0.066,Late 9-10s,c3,Parietal,1
aaaaaaaq_s006_t000.pt,187,0,0,0.1149,Early 0-3s,t5,Parietal,1
aaaaaaaq_s006_t000.pt,188,0,0,0.3666,Early 0-3s,t5,Temporal,1
aaaaaaaq_s006_t000.pt,189,0,0,0.0718,Late 9-10s,t5,Central,1
aaaaaaaq_s006_t000.pt,190,0,0,0.0544,Late 9-10s,t5,Central,1
aaaaaaaq_s006_t000.pt,191,0,0,0.0916,Late 9-10s,c3,Parietal,1
aaaaaaaq_s006_t000.pt,192,0,0,0.1307,Mid 3-6s,t5,Temporal,1
aaaaaaaq_s006_t000.pt,193,0,0,0.0582,Late 9-10s,c4,Central,1
aaaaaaaq_s006_t000.pt,194,0,0,0.0704,Mid 3-6s,c4,Frontal,1
aaaaaaaq_s006_t000.pt,195,0,0,0.1021,Mid-Late 6-9s,p4,Parietal,1
aaaaaaaq_s006_t000.pt,196,0,0,0.0973,Early 0-3s,c3,Parietal,1
aaaaaaaq_s006_t000.pt,197,0,0,0.1252,Mid 3-6s,t5,Parietal,1
aaaaaaaq_s006_t000.pt,198,0,0,0.1253,Early 0-3s,t5,Parietal,1
aaaaaaaq_s006_t000.pt,199,0,0,0.034,Mid-Late 6-9s,c3,Central,1
aaaaaaaq_s006_t000.pt,200,0,0,0.0139,Early 0-3s,c3,Frontal,1
aaaaaaaq_s006_t000.pt,201,0,0,0.0786,Mid 3-6s,c3,Central,1
aaaaaaaq_s006_t000.pt,202,0,0,0.2491,Early 0-3s,c3,Central,1
aaaaaaaq_s006_t000.pt,203,0,0,0.2222,Mid-Late 6-9s,c4,Central,1
aaaaaaaq_s006_t000.pt,204,0,0,0.1464,Early 0-3s,f4,Central,1
aaaaaaaq_s006_t000.pt,205,0,0,0.1749,Early 0-3s,t5,Temporal,1
aaaaaaaq_s006_t000.pt,206,0,0,0.1149,Early 0-3s,t5,Central,1
aaaaaaaq_s006_t000.pt,207,0,0,0.0366,Mid-Late 6-9s,t5,Temporal,1
aaaaaaaq_s006_t000.pt,208,0,0,0.0581,Mid 3-6s,t5,Temporal,1
aaaaaaaq_s006_t000.pt,209,0,0,0.2387,Mid 3-6s,t5,Central,1
aaaaaaaq_s006_t000.pt,210,0,0,0.0111,Mid-Late 6-9s,p4,Parietal,1
aaaaaaaq_s006_t000.pt,211,0,0,0.0076,Mid 3-6s,c4,Frontal,1
aaaaaaaq_s006_t000.pt,212,0,0,0.0628,Late 9-10s,t5,Parietal,1
aaaaaaaq_s006_t000.pt,213,0,0,0.0193,Mid 3-6s,p3,Parietal,1
aaaaaaaq_s006_t000.pt,214,0,0,0.1189,Early 0-3s,c4,Central,1
aaaaaaaq_s006_t000.pt,215,0,0,0.0629,Mid-Late 6-9s,t5,Central,1
aaaaaaaq_s006_t000.pt,216,0,0,0.1762,Early 0-3s,t5,Central,1
aaaaaaaq_s006_t000.pt,217,0,0,0.1077,Mid-Late 6-9s,c4,Central,1
aaaaaaaq_s006_t000.pt,218,0,0,0.0585,Late 9-10s,c4,Central,1
aaaaaaaq_s006_t000.pt,219,0,0,0.0968,Mid 3-6s,t5,Temporal,1
aaaaaaaq_s006_t000.pt,220,0,0,0.1497,Mid-Late 6-9s,t5,Temporal,1
aaaaaaaq_s006_t000.pt,221,0,0,0.0239,Late 9-10s,c4,Central,1
aaaaaaaq_s006_t000.pt,222,0,0,0.0578,Late 9-10s,c4,Parietal,1
aaaaaaaq_s006_t000.pt,223,0,0,0.4161,Early 0-3s,t5,Temporal,1
aaaaaaaq_s006_t000.pt,224,0,0,0.1206,Early 0-3s,t5,Central,1
aaaaaaaq_s006_t000.pt,225,0,0,0.0424,Early 0-3s,p4,Parietal,1
aaaaaaaq_s006_t000.pt,226,0,0,0.0272,Mid-Late 6-9s,c3,Parietal,1
aaaaaaaq_s006_t000.pt,227,0,0,0.0486,Mid 3-6s,c3,Parietal,1
aaaaaaaq_s006_t000.pt,228,0,0,0.1732,Mid-Late 6-9s,c3,Central,1
aaaaaaaq_s006_t000.pt,229,0,0,0.0086,Late 9-10s,p4,Parietal,1
aaaaaaaq_s006_t000.pt,230,0,0,0.0127,Mid 3-6s,p4,Frontal,1
aaaaaaaq_s006_t000.pt,231,0,0,0.0331,Mid 3-6s,c3,Central,1
aaaaaaaq_s006_t000.pt,232,0,0,0.0944,Early 0-3s,c3,Central,1
aaaaaaaq_s006_t000.pt,233,0,0,0.1855,Mid-Late 6-9s,p4,Parietal,1
aaaaaaaq_s006_t000.pt,234,0,0,0.0717,Mid-Late 6-9s,c3,Central,1
aaaaaaaq_s006_t000.pt,235,0,0,0.0132,Late 9-10s,p4,Frontal,1
aaaaaaaq_s006_t000.pt,236,0,0,0.022,Mid 3-6s,t5,Temporal,1
aaaaaaaq_s006_t000.pt,237,0,0,0.0428,Late 9-10s,c3,Central,1
aaaaaaaq_s006_t000.pt,238,0,0,0.0584,Mid 3-6s,c3,Central,1
aaaaaaaq_s006_t000.pt,239,0,0,0.1018,Early 0-3s,c4,Central,1
aaaaaaaq_s006_t000.pt,240,0,0,0.0475,Late 9-10s,c3,Parietal,1
aaaaaaaq_s006_t000.pt,241,0,0,0.0169,Late 9-10s,c3,Frontal,1
aaaaaaaq_s006_t000.pt,242,0,0,0.0057,Late 9-10s,c3,Frontal,1
aaaaaaaq_s006_t000.pt,243,0,0,0.02,Mid 3-6s,c3,Parietal,1
aaaaaaaq_s006_t000.pt,244,0,0,0.0568,Early 0-3s,c3,Central,1
aaaaaaaq_s006_t000.pt,245,0,0,0.068,Mid-Late 6-9s,c4,Central,1
aaaaaaaq_s006_t000.pt,246,0,0,0.0098,Early 0-3s,c4,Central,1
aaaaaaaq_s006_t000.pt,247,0,0,0.0167,Early 0-3s,c3,Central,1
aaaaaaaq_s006_t000.pt,248,0,0,0.0312,Late 9-10s,c3,Central,1
aaaaaaaq_s006_t000.pt,249,0,0,0.1137,Mid 3-6s,c3,Parietal,1
aaaaaaaq_s006_t000.pt,250,0,0,0.0751,Early 0-3s,t5,Central,1
aaaaaaaq_s006_t000.pt,251,0,0,0.0543,Early 0-3s,c4,Frontal,1
aaaaaaaq_s006_t000.pt,252,0,0,0.0824,Early 0-3s,c3,Central,1
aaaaaaaq_s006_t000.pt,253,0,0,0.0802,Early 0-3s,c3,Central,1
aaaaaaaq_s006_t000.pt,254,0,0,0.0376,Mid-Late 6-9s,c4,Frontal,1
aaaaaaaq_s006_t000.pt,255,0,0,0.0564,Early 0-3s,p4,Frontal,1
aaaaaaaq_s006_t000.pt,256,0,0,0.1283,Early 0-3s,c3,Central,1
aaaaaaaq_s006_t000.pt,257,0,0,0.1057,Late 9-10s,c4,Parietal,1
aaaaaaaq_s006_t000.pt,258,0,0,0.0637,Early 0-3s,p3,Parietal,1
aaaaaaaq_s006_t000.pt,259,0,0,0.0108,Late 9-10s,f4,Parietal,1
aaaaaaaq_s006_t000.pt,260,0,0,0.0274,Mid 3-6s,c3,Central,1
aaaaaaaq_s006_t000.pt,261,0,0,0.0445,Early 0-3s,c3,Central,1
aaaaaaaq_s006_t000.pt,262,0,0,0.0225,Late 9-10s,c4,Central,1
aaaaaaaq_s006_t000.pt,263,0,0,0.0539,Late 9-10s,p4,Parietal,1
aaaaaaaq_s006_t000.pt,264,0,0,0.1272,Early 0-3s,c3,Central,1
aaaaaaaq_s006_t000.pt,265,0,0,0.0842,Mid-Late 6-9s,c3,Central,1
aaaaaaaq_s006_t000.pt,266,0,0,0.0076,Late 9-10s,c3,Central,1
aaaaaaaq_s006_t000.pt,267,0,0,0.0122,Mid 3-6s,c4,Central,1
aaaaaaaq_s006_t000.pt,268,0,0,0.0213,Mid-Late 6-9s,c3,Central,1
aaaaaaaq_s006_t000.pt,269,0,0,0.0389,Late 9-10s,c3,Frontal,1
aaaaaaaq_s006_t000.pt,270,0,0,0.0842,Mid-Late 6-9s,p4,Parietal,1
aaaaaaaq_s006_t000.pt,271,0,0,0.0345,Early 0-3s,t5,Frontal,1
aaaaaaaq_s006_t000.pt,272,0,0,0.0184,Late 9-10s,c3,Frontal,1
aaaaaaaq_s006_t000.pt,273,0,0,0.0051,Late 9-10s,c4,Central,1
aaaaaaaq_s006_t000.pt,274,0,0,0.0653,Early 0-3s,c3,Central,1
aaaaaaaq_s006_t000.pt,275,0,0,0.1325,Late 9-10s,c3,Central,1
aaaaaaaq_s006_t000.pt,276,0,0,0.0633,Mid-Late 6-9s,t5,Central,1
aaaaaaaq_s006_t000.pt,277,0,0,0.0898,Early 0-3s,c3,Central,1
aaaaaaaq_s006_t000.pt,278,0,0,0.0315,Late 9-10s,c3,Central,1
aaaaaaaq_s006_t000.pt,279,0,0,0.0678,Early 0-3s,p4,Frontal,1
aaaaaaaq_s006_t000.pt,280,0,0,0.0269,Late 9-10s,c3,Central,1
aaaaaaaq_s006_t000.pt,281,0,0,0.0383,Early 0-3s,c3,Central,1
aaaaaaaq_s006_t000.pt,282,0,0,0.2179,Early 0-3s,c3,Temporal,1
aaaaaaaq_s006_t000.pt,283,0,0,0.145,Early 0-3s,c3,Parietal,1
aaaaaaaq_s006_t000.pt,284,0,0,0.0341,Mid-Late 6-9s,c3,Central,1
aaaaaaaq_s006_t000.pt,285,0,0,0.0491,Early 0-3s,c3,Central,1
aaaaaaaq_s006_t000.pt,286,0,0,0.1284,Late 9-10s,c4,Central,1
aaaaaaaq_s006_t000.pt,287,0,0,0.1719,Mid 3-6s,p4,Parietal,1
aaaaaaaq_s006_t000.pt,288,0,0,0.2026,Early 0-3s,c4,Central,1
aaaaaaaq_s006_t000.pt,289,0,0,0.086,Late 9-10s,c4,Central,1
aaaaaaaq_s006_t000.pt,290,0,0,0.0313,Mid 3-6s,c4,Central,1
aaaaaaaq_s006_t000.pt,291,0,0,0.0885,Early 0-3s,c3,Central,1
aaaaaaaq_s006_t000.pt,292,0,0,0.0171,Mid-Late 6-9s,c3,Central,1
aaaaaaaq_s006_t000.pt,293,0,0,0.0345,Early 0-3s,f4,Frontal,1
aaaaaaaq_s006_t000.pt,294,0,0,0.0374,Mid-Late 6-9s,f4,Frontal,1
aaaaaaaq_s006_t000.pt,295,0,0,0.046,Early 0-3s,c3,Central,1
aaaaaaaq_s006_t000.pt,296,0,0,0.0953,Mid 3-6s,c3,Central,1
